Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,ITIS_Number,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,500,Flowers or flower buds,2016,6,13,165,2457553,4,2016,6,13,165,2457553,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,500,Flowers or flower buds,2016,6,21,173,2457561,2,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,4,23,114,2457502,2,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,5,3,124,2457512,2,2016,5,3,124,2457512,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,5,9,130,2457518,1,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,5,23,144,2457532,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,5,30,151,2457539,1,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,6,7,159,2457547,5,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,6,13,165,2457553,5,2016,6,13,165,2457553,6
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,501,Open flowers,2016,6,21,173,2457561,2,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,501,Open flowers,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,501,Open flowers,2016,4,23,114,2457502,2,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,501,Open flowers,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,501,Open flowers,2016,5,3,124,2457512,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,501,Open flowers,2016,5,30,151,2457539,4,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,501,Open flowers,2016,6,7,159,2457547,5,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,501,Open flowers,2016,6,13,165,2457553,5,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,501,Open flowers,2016,4,20,111,2457499,1,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,501,Open flowers,2016,5,30,151,2457539,4,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,501,Open flowers,2016,6,7,159,2457547,5,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,501,Open flowers,2016,6,13,165,2457553,5,2016,6,13,165,2457553,6
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,501,Open flowers,2016,6,21,173,2457561,2,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,4,23,114,2457502,2,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,5,3,124,2457512,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,5,30,151,2457539,1,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,6,7,159,2457547,5,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,6,13,165,2457553,5,2016,6,13,165,2457553,6
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,501,Open flowers,2016,6,21,173,2457561,2,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,501,Open flowers,2016,4,20,111,2457499,1,2016,4,20,111,2457499,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,501,Open flowers,2016,4,23,114,2457502,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,501,Open flowers,2016,5,3,124,2457512,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,501,Open flowers,2016,5,29,150,2457538,3,2016,5,30,151,2457539,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,501,Open flowers,2016,6,13,165,2457553,4,2016,6,13,165,2457553,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,501,Open flowers,2016,6,21,173,2457561,2,2016,6,21,173,2457561,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,502,Pollen release (flowers),2016,4,23,114,2457502,2,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,502,Pollen release (flowers),2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,502,Pollen release (flowers),2016,5,9,130,2457518,1,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,502,Pollen release (flowers),2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,502,Pollen release (flowers),2016,5,3,124,2457512,2,2016,5,21,142,2457530,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,502,Pollen release (flowers),2016,4,23,114,2457502,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,502,Pollen release (flowers),2016,5,3,124,2457512,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,502,Pollen release (flowers),2016,4,24,115,2457503,1,2016,4,25,116,2457504,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,502,Pollen release (flowers),2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,502,Pollen release (flowers),2016,5,3,124,2457512,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,502,Pollen release (flowers),2016,4,14,105,2457493,1,2016,4,14,105,2457493,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,502,Pollen release (flowers),2016,4,21,112,2457500,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,502,Pollen release (flowers),2016,5,3,124,2457512,2,2016,5,23,144,2457532,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,502,Pollen release (flowers),2016,5,29,150,2457538,3,2016,5,29,150,2457538,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,502,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,8,160,2457548,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,504,Recent fruit or seed drop,2016,5,12,133,2457521,1,2016,5,12,133,2457521,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85759,12843*A Yellow birch,516,Fruits,2016,6,19,171,2457559,6,2016,6,19,171,2457559,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85761,12843*D Yellow birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,516,Fruits,2016,5,12,133,2457521,1,2016,5,12,133,2457521,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85762,12843*E Yellow birch,516,Fruits,2016,6,19,171,2457559,6,2016,6,19,171,2457559,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,516,Fruits,2016,5,9,130,2457518,1,2016,5,9,130,2457518,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,516,Fruits,2016,5,12,133,2457521,1,2016,5,12,133,2457521,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,516,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85763,12843*H Yellow birch,516,Fruits,2016,6,19,171,2457559,6,2016,6,19,171,2457559,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,2,28,59,2457447,-9999,2016,3,11,71,2457459,6
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,3,18,78,2457466,1,2016,3,18,78,2457466,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,3,26,86,2457474,6,2016,3,26,86,2457474,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,4,1,92,2457480,1,2016,4,1,92,2457480,5
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,4,8,99,2457487,2,2016,4,8,99,2457487,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,4,15,106,2457494,1,2016,4,15,106,2457494,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,4,21,112,2457500,1,2016,4,21,112,2457500,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,6,2,154,2457542,3,2016,6,3,155,2457543,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,6,9,161,2457549,1,2016,6,9,161,2457549,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,19481,85764,629-83*D Yellow birch,516,Fruits,2016,6,16,168,2457556,3,2016,6,19,171,2457559,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,371,Breaking leaf buds,2016,4,13,104,2457492,2,2016,4,13,104,2457492,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,371,Breaking leaf buds,2016,4,23,114,2457502,2,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86258,1199*D River birch,371,Breaking leaf buds,2016,5,26,147,2457535,3,2016,6,2,154,2457542,6
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,371,Breaking leaf buds,2016,4,8,99,2457487,2,2016,4,8,99,2457487,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,371,Breaking leaf buds,2016,4,20,111,2457499,1,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,371,Breaking leaf buds,2016,5,23,144,2457532,2,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,371,Breaking leaf buds,2016,5,29,150,2457538,2,2016,6,7,159,2457547,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,371,Breaking leaf buds,2016,6,13,165,2457553,3,2016,6,13,165,2457553,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86259,1251-79*A River birch,371,Breaking leaf buds,2016,6,19,171,2457559,4,2016,6,19,171,2457559,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,371,Breaking leaf buds,2016,4,20,111,2457499,1,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,371,Breaking leaf buds,2016,5,29,150,2457538,1,2016,6,2,154,2457542,6
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,371,Breaking leaf buds,2016,6,13,165,2457553,5,2016,6,13,165,2457553,3
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86260,1251-79*B River birch,371,Breaking leaf buds,2016,6,19,171,2457559,3,2016,6,19,171,2457559,-9999
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,371,Breaking leaf buds,2016,4,23,114,2457502,4,2016,5,17,138,2457526,4
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,371,Breaking leaf buds,2016,5,26,147,2457535,5,2016,5,26,147,2457535,2
Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,19480,86261,1199*J River birch,371,Breaking leaf buds,2016,5,30,151,2457539,1,2016,6,7,159,2457547,1
